SKU,Description,MSRP,BRONZE_Price,SILVER_Price,GOLD_Price,PLATINUM_Price
24305618,,215.0,157.0,142.0,128.0,128.0
24305614,,215.0,157.0,142.0,128.0,128.0
24305604,,215.0,157.0,142.0,128.0,128.0
24305601,,215.0,157.0,142.0,128.0,128.0
24305607,,215.0,157.0,142.0,128.0,128.0
24305612,,215.0,157.0,142.0,128.0,128.0
24305608,,215.0,157.0,142.0,128.0,128.0
24305609,,215.0,157.0,142.0,128.0,128.0
24305611,,215.0,157.0,142.0,128.0,128.0
24305603,,215.0,157.0,142.0,128.0,128.0
24305615,,215.0,157.0,142.0,128.0,128.0
24305602,,215.0,157.0,142.0,128.0,128.0
23315818,,84.99,65.5,60.0,54.5,54.5
23315814,,84.99,65.5,60.0,54.5,54.5
23315804,,84.99,65.5,60.0,54.5,54.5
23315801,,84.99,65.5,60.0,54.5,54.5
23315807,,84.99,65.5,60.0,54.5,54.5
23315812,,84.99,65.5,60.0,54.5,54.5
23315808,,84.99,65.5,60.0,54.5,54.5
23315809,,84.99,65.5,60.0,54.5,54.5
23315811,,84.99,65.5,60.0,54.5,54.5
23315803,,84.99,65.5,60.0,54.5,54.5
23315815,,84.99,65.5,60.0,54.5,54.5
23315802,,84.99,65.5,60.0,54.5,54.5
24305806,,215.0,157.0,142.0,128.0,128.0
24305818,,215.0,157.0,142.0,128.0,128.0
24305814,,215.0,157.0,142.0,128.0,128.0
24305804,,215.0,157.0,142.0,128.0,128.0
24305801,,215.0,157.0,142.0,128.0,128.0
24305807,,215.0,157.0,142.0,128.0,128.0
24305812,,215.0,157.0,142.0,128.0,128.0
24305808,,215.0,157.0,142.0,128.0,128.0
24305809,,215.0,157.0,142.0,128.0,128.0
24305811,,215.0,157.0,142.0,128.0,128.0
24305803,,215.0,157.0,142.0,128.0,128.0
24305815,,215.0,157.0,142.0,128.0,128.0
24305802,,215.0,157.0,142.0,128.0,128.0
23315018,,84.99,65.5,60.0,54.5,54.5
23315014,,84.99,65.5,60.0,54.5,54.5
23315004,,84.99,65.5,60.0,54.5,54.5
23315001,,84.99,65.5,60.0,54.5,54.5
23315007,,84.99,65.5,60.0,54.5,54.5
23315012,,84.99,65.5,60.0,54.5,54.5
23315008,,84.99,65.5,60.0,54.5,54.5
23315009,,84.99,65.5,60.0,54.5,54.5
23315011,,84.99,65.5,60.0,54.5,54.5
23315003,,84.99,65.5,60.0,54.5,54.5
23315015,,84.99,65.5,60.0,54.5,54.5
23315002,,84.99,65.5,60.0,54.5,54.5
24305006,,215.0,157.0,142.0,128.0,128.0
24305018,,215.0,157.0,142.0,128.0,128.0
24305014,,215.0,157.0,142.0,128.0,128.0
24305004,,215.0,157.0,142.0,128.0,128.0
24305001,,215.0,157.0,142.0,128.0,128.0
24305007,,215.0,157.0,142.0,128.0,128.0
24305012,,215.0,157.0,142.0,128.0,128.0
24305008,,215.0,157.0,142.0,128.0,128.0
24305009,,215.0,157.0,142.0,128.0,128.0
24305011,,215.0,157.0,142.0,128.0,128.0
24305003,,215.0,157.0,142.0,128.0,128.0
24305015,,215.0,157.0,142.0,128.0,128.0
24305002,,215.0,157.0,142.0,128.0,128.0
23315718,,84.99,65.5,60.0,54.5,54.5
23315714,,84.99,65.5,60.0,54.5,54.5
23315704,,84.99,65.5,60.0,54.5,54.5
23315701,,84.99,65.5,60.0,54.5,54.5
23315707,,84.99,65.5,60.0,54.5,54.5
23315712,,84.99,65.5,60.0,54.5,54.5
23315708,,84.99,65.5,60.0,54.5,54.5
23315709,,84.99,65.5,60.0,54.5,54.5
23315711,,84.99,65.5,60.0,54.5,54.5
23315703,,84.99,65.5,60.0,54.5,54.5
23315715,,84.99,65.5,60.0,54.5,54.5
23315702,,84.99,65.5,60.0,54.5,54.5
24305706,,215.0,157.0,142.0,128.0,128.0
24305718,,215.0,157.0,142.0,128.0,128.0
24305714,,215.0,157.0,142.0,128.0,128.0
24305704,,215.0,157.0,142.0,128.0,128.0
24305701,,215.0,157.0,142.0,128.0,128.0
24305707,,215.0,157.0,142.0,128.0,128.0
24305712,,215.0,157.0,142.0,128.0,128.0
24305708,,215.0,157.0,142.0,128.0,128.0
24305709,,215.0,157.0,142.0,128.0,128.0
24305711,,215.0,157.0,142.0,128.0,128.0
24305703,,215.0,157.0,142.0,128.0,128.0
24305715,,215.0,157.0,142.0,128.0,128.0
24305702,,215.0,157.0,142.0,128.0,128.0
23315518,,84.99,65.5,60.0,54.5,54.5
23315514,,84.99,65.5,60.0,54.5,54.5
23315504,,84.99,65.5,60.0,54.5,54.5
23315501,,84.99,65.5,60.0,54.5,54.5
23315507,,84.99,65.5,60.0,54.5,54.5
23315512,,84.99,65.5,60.0,54.5,54.5
23315508,,84.99,65.5,60.0,54.5,54.5
23315509,,84.99,65.5,60.0,54.5,54.5
23315511,,84.99,65.5,60.0,54.5,54.5
23315503,,84.99,65.5,60.0,54.5,54.5
23315515,,84.99,65.5,60.0,54.5,54.5
23315502,,84.99,65.5,60.0,54.5,54.5
24305506,,215.0,157.0,142.0,128.0,128.0
24305518,,215.0,157.0,142.0,128.0,128.0
24305514,,215.0,157.0,142.0,128.0,128.0
24305504,,215.0,157.0,142.0,128.0,128.0
24305501,,215.0,157.0,142.0,128.0,128.0
24305507,,215.0,157.0,142.0,128.0,128.0
24305512,,215.0,157.0,142.0,128.0,128.0
24305508,,215.0,157.0,142.0,128.0,128.0
24305509,,215.0,157.0,142.0,128.0,128.0
24305511,,215.0,157.0,142.0,128.0,128.0
24305503,,215.0,157.0,142.0,128.0,128.0
24305515,,215.0,157.0,142.0,128.0,128.0
24305502,,215.0,157.0,142.0,128.0,128.0
23315918,,84.99,65.5,60.0,54.5,54.5
23315914,,84.99,65.5,60.0,54.5,54.5
23315904,,84.99,65.5,60.0,54.5,54.5
23315901,,84.99,65.5,60.0,54.5,54.5
23315907,,84.99,65.5,60.0,54.5,54.5
23315912,,84.99,65.5,60.0,54.5,54.5
23315908,,84.99,65.5,60.0,54.5,54.5
23315909,,84.99,65.5,60.0,54.5,54.5
23315911,,84.99,65.5,60.0,54.5,54.5
23315903,,84.99,65.5,60.0,54.5,54.5
23315915,,84.99,65.5,60.0,54.5,54.5
23315902,,84.99,65.5,60.0,54.5,54.5
23305906,,215.0,157.0,142.0,128.0,128.0
23305918,,215.0,157.0,142.0,128.0,128.0
23305914,,215.0,157.0,142.0,128.0,128.0
23305904,,215.0,157.0,142.0,128.0,128.0
23305901,,215.0,157.0,142.0,128.0,128.0
23305907,,215.0,157.0,142.0,128.0,128.0
23305912,,215.0,157.0,142.0,128.0,128.0
23305908,,215.0,157.0,142.0,128.0,128.0
23305909,,215.0,157.0,142.0,128.0,128.0
23305911,,215.0,157.0,142.0,128.0,128.0
23305903,,215.0,157.0,142.0,128.0,128.0
23305915,,215.0,157.0,142.0,128.0,128.0
23305902,,215.0,157.0,142.0,128.0,128.0
66322903,,399.99,240.0,240.0,240.0,220.0
66333003,,399.99,240.0,240.0,240.0,220.0
66343103,,399.99,240.0,240.0,240.0,220.0
67333003,,299.99,180.0,180.0,180.0,165.0
67343103,,299.99,180.0,180.0,180.0,165.0
663229003,,189.99,114.0,114.0,114.0,104.5
6632529503,,189.99,114.0,114.0,114.0,104.5
663330003,,189.99,114.0,114.0,114.0,104.5
6633530503,,189.99,114.0,114.0,114.0,104.5
663431003,,189.99,114.0,114.0,114.0,104.5
65312605,,399.99,240.0,240.0,240.0,220.0
65322705,,399.99,240.0,240.0,240.0,220.0
65312308,,399.99,240.0,240.0,240.0,220.0
65322408,,399.99,240.0,240.0,240.0,220.0
621505729CWS,,149.99,90.0,90.0,90.0,82.5
621505730CWS,,149.99,90.0,90.0,90.0,82.5
621505731CWS,,149.99,90.0,90.0,90.0,82.5
621505629CWS,,149.99,90.0,90.0,90.0,82.5
621505630CWS,,149.99,90.0,90.0,90.0,82.5
621505631CWS,,149.99,90.0,90.0,90.0,82.5
621505532CWS,,189.99,114.0,114.0,114.0,104.5
621505533CWS,,189.99,114.0,114.0,114.0,104.5
621505533.5CWS,,189.99,114.0,114.0,114.0,104.5
621505534CWS,,189.99,114.0,114.0,114.0,104.5
621505332CWS,,189.99,114.0,114.0,114.0,104.5
621505333CWS,,189.99,114.0,114.0,114.0,104.5
621505333.5CWS,,189.99,114.0,114.0,114.0,104.5
621505334CWS,,189.99,114.0,114.0,114.0,104.5
621505232CWS,,189.99,114.0,114.0,114.0,104.5
621505233CWS,,189.99,114.0,114.0,114.0,104.5
621505233.5CWS,,189.99,114.0,114.0,114.0,104.5
621505234CWS,,189.99,114.0,114.0,114.0,104.5
621505132CWS,,189.99,114.0,114.0,114.0,104.5
621505133CWS,,189.99,114.0,114.0,114.0,104.5
621505133.5CWS,,189.99,114.0,114.0,114.0,104.5
621505134CWS,,189.99,114.0,114.0,114.0,104.5
2078001002301,,379.99,300.0,260.0,230.0,215.0
2078002006306,,379.99,300.0,260.0,230.0,215.0
2078002002301,,379.99,300.0,260.0,230.0,215.0
2078003006306,,379.99,300.0,260.0,230.0,215.0
2078003002301,,379.99,300.0,260.0,230.0,215.0
2078004006306,,379.99,300.0,260.0,230.0,215.0
2078004002301,,379.99,300.0,260.0,230.0,215.0
2078005006306,,379.99,300.0,260.0,230.0,215.0
2078005002301,,379.99,300.0,260.0,230.0,215.0
2078006006306,,379.99,310.0,270.0,240.0,225.0
2078006002301,,379.99,310.0,270.0,240.0,225.0
2075001006306,,199.99,150.0,136.5,125.0,115.0
2075002002301,,199.99,150.0,136.5,125.0,115.0
2075002006306,,199.99,150.0,136.5,125.0,115.0
2075003002301,,199.99,150.0,136.5,125.0,115.0
2075003006306,,199.99,150.0,136.5,125.0,115.0
2075004002301,,199.99,150.0,136.5,125.0,115.0
2075004006306,,199.99,150.0,136.5,125.0,115.0
2075005002301,,199.99,150.0,136.5,125.0,115.0
2075005006306,,199.99,150.0,136.5,125.0,115.0
2075006002301,,199.99,160.0,146.5,135.0,125.0
2075006006306,,199.99,160.0,146.5,135.0,125.0
207000E3006206,,699.99,575.0,520.0,470.0,445.0
207000E3006306,,699.99,575.0,520.0,470.0,445.0
207000E3002102,,699.99,575.0,520.0,470.0,445.0
207000E3002202,,699.99,575.0,520.0,470.0,445.0
207000E3002302,,699.99,575.0,520.0,470.0,445.0
207000E3M06106,,699.99,594.5,539.5,489.5,462.0
207000E3M06206,,699.99,594.5,539.5,489.5,462.0
207000E3M06306,,699.99,594.5,539.5,489.5,462.0
207000E4006106,,699.99,575.0,520.0,470.0,445.0
207000E4006206,,699.99,575.0,520.0,470.0,445.0
207000E4006306,,699.99,575.0,520.0,470.0,445.0
207000E4002102,,699.99,575.0,520.0,470.0,445.0
207000E4002202,,699.99,575.0,520.0,470.0,445.0
207000E4002302,,699.99,575.0,520.0,470.0,445.0
207000E4M06106,,699.99,594.5,539.5,489.5,462.0
207000E4M06206,,699.99,594.5,539.5,489.5,462.0
207000E4M06306,,699.99,594.5,539.5,489.5,462.0
207000E5006106,,699.99,575.0,520.0,470.0,445.0
207000E5006206,,699.99,575.0,520.0,470.0,445.0
207000E5006306,,699.99,575.0,520.0,470.0,445.0
207000E5002102,,699.99,575.0,520.0,470.0,445.0
207000E5002202,,699.99,575.0,520.0,470.0,445.0
207000E5002302,,699.99,575.0,520.0,470.0,445.0
207000E5M06106,,699.99,594.5,539.5,489.5,462.0
207000E5M06206,,699.99,594.5,539.5,489.5,462.0
207000E5M06306,,699.99,594.5,539.5,489.5,462.0
207000E6006106,,699.99,587.0,532.0,482.0,457.0
207000E6006206,,699.99,587.0,532.0,482.0,457.0
207000E6006306,,699.99,587.0,532.0,482.0,457.0
207000E6002102,,699.99,587.0,532.0,482.0,457.0
207000E6002202,,699.99,587.0,532.0,482.0,457.0
207000E6002302,,699.99,587.0,532.0,482.0,457.0
207000E6M06106,,699.99,606.5,551.5,501.5,474.0
207000E6M06206,,699.99,606.5,551.5,501.5,474.0
207000E6M06306,,699.99,606.5,551.5,501.5,474.0
207000E7006106,,699.99,587.0,532.0,482.0,457.0
207000E7006206,,699.99,587.0,532.0,482.0,457.0
207000E7006306,,699.99,587.0,532.0,482.0,457.0
207000E7002102,,699.99,575.0,520.0,470.0,445.0
207000E7002202,,699.99,587.0,532.0,482.0,457.0
207000E7002302,,699.99,587.0,532.0,482.0,457.0
207000E7M06106,,699.99,606.5,551.5,501.5,474.0
207000E7M06206,,699.99,606.5,551.5,501.5,474.0
207000E7M06306,,699.99,606.5,551.5,501.5,474.0
2070003002102,,499.99,419.0,379.5,340.0,320.0
2070003002302,,499.99,419.0,379.5,340.0,320.0
2070003006206,,499.99,419.0,379.5,340.0,320.0
2070003006106,,499.99,419.0,379.5,340.0,320.0
2070003006406,,499.99,419.0,379.5,340.0,320.0
2070003M06106,,499.99,438.5,399.0,359.5,337.0
2070003M06206,,499.99,438.5,399.0,359.5,337.0
2070003M06306,,499.99,438.5,399.0,359.5,337.0
2070004002202,,499.99,419.0,379.5,340.0,320.0
2070004002102,,499.99,419.0,379.5,340.0,320.0
2070004002302,,499.99,419.0,379.5,340.0,320.0
2070004006206,,499.99,419.0,379.5,340.0,320.0
2070004006106,,499.99,419.0,379.5,340.0,320.0
2070004M06106,,499.99,438.5,399.0,359.5,337.0
2070004M06206,,499.99,438.5,399.0,359.5,337.0
2070004M06306,,499.99,438.5,399.0,359.5,337.0
2070005002202,,499.99,419.0,379.5,340.0,320.0
2070005002102,,499.99,419.0,379.5,340.0,320.0
2070005002302,,499.99,419.0,379.5,340.0,320.0
2070005006206,,499.99,419.0,379.5,340.0,320.0
2070005006106,,499.99,419.0,379.5,340.0,320.0
2070005006406,,499.99,419.0,379.5,340.0,320.0
2070005M06106,,499.99,438.5,399.0,359.5,337.0
2070005M06206,,499.99,438.5,399.0,359.5,337.0
2070005M06306,,499.99,438.5,399.0,359.5,337.0
2070006002202,,499.99,431.0,391.5,352.0,332.0
2070006002102,,499.99,431.0,391.5,352.0,332.0
2070006002302,,499.99,431.0,391.5,352.0,332.0
2070006006206,,499.99,431.0,391.5,352.0,332.0
2070006006106,,499.99,431.0,391.5,352.0,332.0
2070006006406,,499.99,431.0,391.5,352.0,332.0
2070006M06106,,499.99,450.5,411.0,371.5,349.0
2070006M06206,,499.99,450.5,411.0,371.5,349.0
2070006M06306,,499.99,450.5,411.0,371.5,349.0
2070007002202,,499.99,431.0,391.5,352.0,332.0
2070007002102,,499.99,431.0,391.5,352.0,332.0
2070007002302,,499.99,431.0,391.5,352.0,332.0
2070007006206,,499.99,431.0,391.5,352.0,332.0
2070007006106,,499.99,431.0,391.5,352.0,332.0
2070007006406,,499.99,431.0,391.5,352.0,332.0
2070007M06106,,499.99,450.5,411.0,371.5,349.0
2070007M06206,,499.99,450.5,411.0,371.5,349.0
2070007M06306,,499.99,450.5,411.0,371.5,349.0
84610328,,36.0,,,,
84610308,,36.0,,,,
84610303,,36.0,,,,
84610342,,36.0,,,,
84610302,,36.0,,,,
84610406,,36.0,,,,
84610428,,36.0,,,,
84610408,,36.0,,,,
84610403,,36.0,,,,
84610442,,36.0,,,,
84610402,,36.0,,,,
84610506,,36.0,,,,
84610528,,36.0,,,,
84610508,,36.0,,,,
84610503,,36.0,,,,
84610542,,36.0,,,,
84610505,,36.0,,,,
84610502,,36.0,,,,
84610606,,36.0,,,,
84610628,,36.0,,,,
84610608,,36.0,,,,
84610603,,36.0,,,,
84610642,,36.0,,,,
84610605,,36.0,,,,
84610602,,36.0,,,,
84610706,,36.0,,,,
84610728,,36.0,,,,
84610708,,36.0,,,,
84610703,,36.0,,,,
84610742,,36.0,,,,
1930708,,30.99,24.5,22.5,20.0,20.0
1915051,,30.99,24.5,22.5,20.0,20.0
1905657,,30.99,24.5,22.5,20.0,20.0
1905859,,30.99,24.5,22.5,20.0,20.0
1906061,,30.99,24.5,22.5,20.0,20.0
19063,,27.0,27.0,24.5,22.0,22.0
19064,,27.0,28.0,25.5,23.0,23.0
19122,,20.0,20.0,18.0,16.0,16.0
19131,,15.5,16.5,15.0,13.5,13.5
19129,,15.5,16.5,15.0,13.5,13.5
19132,,27.99,20.0,18.0,16.0,16.0
23301118,,85.0,65.5,60.0,54.5,54.5
23301114,,85.0,65.5,60.0,54.5,54.5
23301104,,85.0,65.5,60.0,54.5,54.5
23301101,,85.0,65.5,60.0,54.5,54.5
23301107,,85.0,65.5,60.0,54.5,54.5
23301112,,85.0,65.5,60.0,54.5,54.5
23301108,,85.0,65.5,60.0,54.5,54.5
23301109,,85.0,65.5,60.0,54.5,54.5
23301111,,85.0,65.5,60.0,54.5,54.5
23301103,,85.0,65.5,60.0,54.5,54.5
23301115,,85.0,65.5,60.0,54.5,54.5
23301102,,85.0,65.5,60.0,54.5,54.5
24301306,,215.0,157.0,142.0,128.0,128.0
24301318,,215.0,157.0,142.0,128.0,128.0
24301314,,215.0,157.0,142.0,128.0,128.0
24301304,,215.0,157.0,142.0,128.0,128.0
24301301,,215.0,157.0,142.0,128.0,128.0
24301307,,215.0,157.0,142.0,128.0,128.0
24301312,,215.0,157.0,142.0,128.0,128.0
24301308,,215.0,157.0,142.0,128.0,128.0
24301309,,215.0,157.0,142.0,128.0,128.0
24301311,,215.0,157.0,142.0,128.0,128.0
24301303,,215.0,157.0,142.0,128.0,128.0
24301315,,215.0,157.0,142.0,128.0,128.0
24301302,,215.0,157.0,142.0,128.0,128.0
23302218,,85.0,65.5,60.0,54.5,54.5
23302214,,85.0,65.5,60.0,54.5,54.5
23302204,,85.0,65.5,60.0,54.5,54.5
23302201,,85.0,65.5,60.0,54.5,54.5
23302207,,85.0,65.5,60.0,54.5,54.5
23302212,,85.0,65.5,60.0,54.5,54.5
23302208,,85.0,65.5,60.0,54.5,54.5
23302209,,85.0,65.5,60.0,54.5,54.5
23302211,,85.0,65.5,60.0,54.5,54.5
23302203,,85.0,65.5,60.0,54.5,54.5
23302215,,85.0,65.5,60.0,54.5,54.5
23302202,,85.0,65.5,60.0,54.5,54.5
24302306,,215.0,157.0,142.0,128.0,128.0
24302318,,215.0,157.0,142.0,128.0,128.0
24302314,,215.0,157.0,142.0,128.0,128.0
24302304,,215.0,157.0,142.0,128.0,128.0
24302301,,215.0,157.0,142.0,128.0,128.0
24302307,,215.0,157.0,142.0,128.0,128.0
24302312,,215.0,157.0,142.0,128.0,128.0
24302308,,215.0,157.0,142.0,128.0,128.0
24302309,,215.0,157.0,142.0,128.0,128.0
24302311,,215.0,157.0,142.0,128.0,128.0
24302303,,215.0,157.0,142.0,128.0,128.0
24302315,,215.0,157.0,142.0,128.0,128.0
24302302,,215.0,157.0,142.0,128.0,128.0
23302918,,72.0,65.5,60.0,54.5,54.5
23302914,,72.0,65.5,60.0,54.5,54.5
23302904,,72.0,65.5,60.0,54.5,54.5
23302901,,72.0,65.5,60.0,54.5,54.5
23302907,,72.0,65.5,60.0,54.5,54.5
23302912,,72.0,65.5,60.0,54.5,54.5
23302908,,72.0,65.5,60.0,54.5,54.5
23302909,,72.0,65.5,60.0,54.5,54.5
23302911,,72.0,65.5,60.0,54.5,54.5
23302903,,72.0,65.5,60.0,54.5,54.5
23302915,,72.0,65.5,60.0,54.5,54.5
23302902,,72.0,65.5,60.0,54.5,54.5
24302906,,200.0,157.0,142.0,128.0,128.0
24302918,,200.0,157.0,142.0,128.0,128.0
24302914,,200.0,157.0,142.0,128.0,128.0
24302904,,200.0,157.0,142.0,128.0,128.0
24302801,,200.0,142.0,128.0,114.0,114.0
24302907,,200.0,157.0,142.0,128.0,128.0
24302912,,200.0,157.0,142.0,128.0,128.0
24302908,,200.0,157.0,142.0,128.0,128.0
24302909,,200.0,157.0,142.0,128.0,128.0
24302911,,200.0,157.0,142.0,128.0,128.0
24302903,,200.0,157.0,142.0,128.0,128.0
24302915,,200.0,157.0,142.0,128.0,128.0
24302902,,200.0,157.0,142.0,128.0,128.0
23302318,,85.0,65.5,60.0,54.5,54.5
23302314,,85.0,65.5,60.0,54.5,54.5
23302304,,85.0,65.5,60.0,54.5,54.5
23302301,,85.0,65.5,60.0,54.5,54.5
23302307,,85.0,65.5,60.0,54.5,54.5
23302312,,85.0,65.5,60.0,54.5,54.5
23302308,,85.0,65.5,60.0,54.5,54.5
23302309,,85.0,65.5,60.0,54.5,54.5
23302311,,85.0,65.5,60.0,54.5,54.5
23302303,,85.0,65.5,60.0,54.5,54.5
23302315,,85.0,65.5,60.0,54.5,54.5
23302302,,85.0,65.5,60.0,54.5,54.5
24302406,,215.0,157.0,142.0,128.0,128.0
24302418,,215.0,157.0,142.0,128.0,128.0
24302414,,215.0,157.0,142.0,128.0,128.0
24302404,,215.0,157.0,142.0,128.0,128.0
24302401,,215.0,157.0,142.0,128.0,128.0
24302407,,215.0,157.0,142.0,128.0,128.0
24302412,,215.0,157.0,142.0,128.0,128.0
24302408,,215.0,157.0,142.0,128.0,128.0
24302409,,215.0,157.0,142.0,128.0,128.0
24302411,,215.0,157.0,142.0,128.0,128.0
24302403,,215.0,157.0,142.0,128.0,128.0
24302415,,215.0,157.0,142.0,128.0,128.0
24302402,,215.0,157.0,142.0,128.0,128.0
24303118,,215.0,157.0,142.0,128.0,128.0
24303114,,215.0,157.0,142.0,128.0,128.0
24303104,,215.0,157.0,142.0,128.0,128.0
24303101,,215.0,157.0,142.0,128.0,128.0
24303107,,215.0,157.0,142.0,128.0,128.0
24303112,,215.0,157.0,142.0,128.0,128.0
24303108,,215.0,157.0,142.0,128.0,128.0
24303109,,215.0,157.0,142.0,128.0,128.0
24303111,,215.0,157.0,142.0,128.0,128.0
24303103,,215.0,157.0,142.0,128.0,128.0
24303115,,215.0,157.0,142.0,128.0,128.0
24303102,,215.0,157.0,142.0,128.0,128.0
19300E4006106,,829.99,705.0,647.5,580.0,525.0
19300E4002202,,829.99,705.0,647.5,580.0,525.0
19300E4002102,,829.99,705.0,647.5,580.0,525.0
19300E5006206,,829.99,705.0,647.5,580.0,525.0
19300E5006106,,829.99,705.0,647.5,580.0,525.0
19300E5002202,,829.99,705.0,647.5,580.0,525.0
19300E5002102,,829.99,705.0,647.5,580.0,525.0
19300E6006206,,829.99,715.0,657.5,590.0,535.0
19300E6006106,,829.99,715.0,657.5,590.0,535.0
19300E6002202,,829.99,715.0,657.5,590.0,535.0
19300E6002102,,829.99,715.0,657.5,590.0,535.0
19302E5002302,,929.99,745.0,672.5,600.0,550.0
19302E6006306,,929.99,755.0,682.5,610.0,560.0
19302E6002302,,929.99,755.0,682.5,610.0,560.0
1907818,,248.0,177.5,161.0,145.0,145.0
1907814,,248.0,177.5,161.0,145.0,145.0
1907804,,248.0,177.5,161.0,145.0,145.0
1907801,,248.0,177.5,161.0,145.0,145.0
1907807,,248.0,177.5,161.0,145.0,145.0
1907812,,248.0,177.5,161.0,145.0,145.0
1907808,,248.0,177.5,161.0,145.0,145.0
1907809,,248.0,177.5,161.0,145.0,145.0
1907811,,248.0,177.5,161.0,145.0,145.0
1907803,,248.0,177.5,161.0,145.0,145.0
1907815,,248.0,177.5,161.0,145.0,145.0
1907802,,248.0,177.5,161.0,145.0,145.0
84440302,,19.99,,,,
84440406,,19.99,,,,
84440402,,19.99,,,,
84440506,,19.99,,,,
84440606,,19.99,,,,
84440602,,19.99,,,,
84430302,,19.99,,,,
84430406,,19.99,,,,
84430402,,19.99,,,,
84430506,,19.99,,,,
84430502,,19.99,,,,
84430606,,19.99,,,,
84430602,,19.99,,,,
84315308,,0.0,,,,
84315303,,0.0,,,,
84315503,,0.0,,,,
84315703,,0.0,,,,
84315302,,0.0,,,,
84315502,,0.0,,,,
84315702,,0.0,,,,
84451103,,0.0,,,,
84451004,,0.0,,,,
84451104,,0.0,,,,
84451014,,0.0,,,,
84451005,,0.0,,,,
84451108,,0.0,,,,
84461214,,25.0,,,,
84461104,,25.0,,,,
84461204,,25.0,,,,
84461008,,25.0,,,,
84461108,,25.0,,,,
84461208,,25.0,,,,
84461003,,25.0,,,,
84461203,,25.0,,,,
84461005,,25.0,,,,
84461105,,25.0,,,,
84461205,,25.0,,,,
84461002,,25.0,,,,
84461202,,25.0,,,,
6341111330606,,99.99,59.99,59.99,59.99,54.99
2087003002101,,354.99,,,,
2087004002201,,354.99,,,,
2087004002101,,354.99,,,,
2087005002201,,354.99,,,,
2087005002101,,354.99,,,,
